2017-07-28 10:42:31: 	{"query": "打开车灯", "uid": "222"}
2017-07-30 09:56:24: 	{"semantic": {"slots": {"function": "", "part": "音响", "condition": "音响面板", "operate": "静音"}}, "text": "怎么用音响面板开启智能语音", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "a989", "method": "1、短按此键10，媒体源静音、CarLife媒体静音。
2、长按此键10，媒体源静音、Carlife媒体静音、导航静音。
3、静音后再按下解除静音"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 09:56:25: 	{"query": "怎么用音响面板开启智能语音", "uid": "333"}

2017-07-30 09:56:25: 	{"semantic": {"slots": {"function": "", "part": "音响", "condition": "音响面板", "operate": "静音"}}, "text": "怎么用音响面板开启智能语音", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "a989", "method": "1、短按此键10，媒体源静音、CarLife媒体静音。
2、长按此键10，媒体源静音、Carlife媒体静音、导航静音。
3、静音后再按下解除静音"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 09:56:32: 	{"query": "怎么用音响面板开启智能语音", "uid": "2"}

2017-07-30 09:56:32: 	{"semantic": {"slots": {"function": "", "part": "音响", "condition": "", "operate": "静音"}}, "text": "怎么用音响面板开启智能语音", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["方向盘", "音响面板"], "uplist": ["方向盘", "音响面板"], "title": "请选择操作方式"}}}

2017-07-30 10:35:59: 	{"query": "仪表盘显示信息怎么调 ", "uid": "2"}

2017-07-30 10:35:59: 	{"semantic": {"slots": {"qid": "", "qid_list": [762, 878]}}, "text": "仪表盘显示信息怎么调", "rc": 0, "topic": "qa", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["撞车后被撞的证件信息有问题怎么办", "撞车后被撞的证件信息有问题怎么办"], "uplist": [762, 878], "title": "请选择您想咨询问题"}}}

2017-07-30 10:37:13: 	{"query": "仪表盘显示信息怎么调 ", "uid": "2"}

2017-07-30 10:37:13: 	{"semantic": {"slots": {"qid": "", "qid_list": [762, 878]}}, "text": "仪表盘显示信息怎么调", "rc": 0, "topic": "qa", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["撞车后被撞的证件信息有问题怎么办", "撞车后被撞的证件信息有问题怎么办"], "uplist": [762, 878], "title": "请选择您想咨询问题"}}}

2017-07-30 10:37:23: 	{"query": "仪表盘显示信息怎么调 ", "uid": "2"}

2017-07-30 10:37:23: 	{"semantic": {"slots": {"qid": "", "qid_list": [762, 878]}}, "text": "仪表盘显示信息怎么调", "rc": 0, "topic": "qa", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["撞车后被撞的证件信息有问题怎么办", "撞车后被撞的证件信息有问题怎么办"], "uplist": [762, 878], "title": "请选择您想咨询问题"}}}

2017-07-30 10:37:58: 	{"query": "仪表盘显示信息怎么调 ", "uid": "2"}

2017-07-30 10:37:58: 	{"semantic": {"slots": {"qid": "", "qid_list": [762, 878]}}, "text": "仪表盘显示信息怎么调", "rc": 0, "topic": "qa", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["撞车后被撞的证件信息有问题怎么办", "撞车后被撞的证件信息有问题怎么办"], "uplist": [762, 878], "title": "请选择您想咨询问题"}}}

2017-07-30 10:39:12: 	{"query": "仪表盘显示信息怎么调 ", "uid": "2"}

2017-07-30 10:39:12: 	{"semantic": {"slots": {"qid": "", "qid_list": [762, 878]}}, "text": "仪表盘显示信息怎么调", "rc": 0, "topic": "qa", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["撞车后被撞的证件信息有问题怎么办", "撞车后被撞的证件信息有问题怎么办"], "uplist": [762, 878], "title": "请选择您想咨询问题"}}}

2017-07-30 10:39:37: 	{"query": "仪表盘显示信息怎么调 ", "uid": "2"}

2017-07-30 10:39:37: 	{"semantic": {"slots": {"qid": "", "qid_list": [762, 878]}}, "text": "仪表盘显示信息怎么调", "rc": 0, "topic": "qa", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["撞车后被撞的证件信息有问题怎么办", "撞车后被撞的证件信息有问题怎么办"], "uplist": [762, 878], "title": "请选择您想咨询问题"}}}

2017-07-30 10:40:36: 	{"query": "仪表盘显示信息怎么调 ", "uid": "2"}

2017-07-30 10:40:36: 	{"semantic": {"slots": {"qid": "", "qid_list": [762, 878]}}, "text": "仪表盘显示信息怎么调", "rc": 0, "topic": "qa", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["撞车后被撞的证件信息有问题怎么办", "撞车后被撞的证件信息有问题怎么办"], "uplist": [762, 878], "title": "请选择您想咨询问题"}}}

2017-07-30 10:41:22: 	{"query": "仪表盘显示信息怎么调 ", "uid": "2"}

2017-07-30 10:41:22: 	{"semantic": {"slots": {"qid": "", "qid_list": [762, 878]}}, "text": "仪表盘显示信息怎么调", "rc": 0, "topic": "qa", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["撞车后被撞的证件信息有问题怎么办", "撞车后被撞的证件信息有问题怎么办"], "uplist": [762, 878], "title": "请选择您想咨询问题"}}}

2017-07-30 10:42:10: 	{"query": "仪表盘显示信息怎么调 ", "uid": "2"}

2017-07-30 10:42:10: 	{"semantic": {"slots": {"qid": "", "qid_list": [762, 878]}}, "text": "仪表盘显示信息怎么调", "rc": 0, "topic": "qa", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["撞车后被撞的证件信息有问题怎么办", "撞车后被撞的证件信息有问题怎么办"], "uplist": [762, 878], "title": "请选择您想咨询问题"}}}

2017-07-30 10:45:21: 	{"query": "仪表盘显示信息怎么调 ", "uid": "2"}

2017-07-30 10:45:22: 	{"semantic": {"slots": {"function": "信息", "part": "仪表", "condition": "", "operate": "切换"}}, "text": "仪表盘显示信息怎么调", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "", "method": "可切换温度、压力、油耗/里程显示内容的单位。通过方向盘上下按键移动选择光标，按键选择或者取消。选择“返回”选项，按OK按键后，返回上一级菜单。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 10:46:46: 	{"query": "后备箱怎么打开", "uid": "2"}

2017-07-30 10:46:46: 	{"semantic": {"slots": {"part": "掀背门", "property": "", "condition": "", "operate": "开启"}}, "text": "后备箱怎么打开", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["遥控钥匙", "仪表台按键", "无钥匙系统", "自动感应"], "uplist": ["遥控钥匙", "仪表台按键", "无钥匙系统", "自动感应"], "title": "请选择操作方式"}}}

2017-07-30 10:46:53: 	{"query": "无钥匙系统", "uid": "2"}

2017-07-30 10:46:53: 	{"semantic": {"slots": {"part": "掀背门", "property": "", "condition": "无钥匙系统", "operate": "开启"}}, "text": "无钥匙系统", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "", "method": "随身携带智能遥控钥匙，在距掀背门大约1.0米的范围内，按下掀背门上的开启按键，掀背门解锁。
1、手动将掀背门打开到最高位置。
2、电动掀背门会电动打开到最高位置，在打开过程中，如再次按该按键，电动掀背门会停止。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 10:47:56: 	{"query": "遥控钥匙怎么更换电池 ", "uid": "2"}

2017-07-30 10:47:56: 	{"semantic": {"slots": {"part": "遥控钥匙", "property": "", "operate": "更换"}}, "text": "遥控钥匙怎么更换电池", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g09.png", "method": "沿箭头A方向拨开关，同时沿-箭头B-方向拉出应急机械钥匙。–使用微型一字螺丝刀1在箭头位置撬开智能遥控钥匙外壳。用手指沿箭头方向按压电池，取出智能遥控钥匙电池1。按照相反步骤安装好智能遥控钥匙。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 10:48:38: 	{"query": "怎么用音响面板开启智能语音 ", "uid": "2"}

2017-07-30 10:48:38: 	{"semantic": {"slots": {"function": "", "part": "音响", "condition": "", "operate": "静音"}}, "text": "怎么用音响面板开启智能语音", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["方向盘", "音响面板"], "uplist": ["方向盘", "音响面板"], "title": "请选择操作方式"}}}

2017-07-30 10:48:53: 	{"query": "雨刷灵敏度怎么调 ", "uid": "2"}

2017-07-30 10:48:53: 	{"semantic": {"slots": {"function": "灵敏度", "position": "", "part": "雨刮", "category": "", "operate": "调节"}}, "text": "雨刷灵敏度怎么调", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g25.png", "method": "上/下转动旋钮，可调节自动刮水的灵敏度，共4级，从上往下灵敏度依次增高，对雨滴的感应逐渐灵敏。同样雨量的情况下，灵敏度越高，刮水的速度和频率也越快。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 10:48:56: 	{"query": "雨刷灵敏度怎么调 ", "uid": "2"}

2017-07-30 10:48:56: 	{"semantic": {"slots": {"function": "灵敏度", "position": "", "part": "雨刮", "category": "", "operate": "调节"}}, "text": "雨刷灵敏度怎么调", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g25.png", "method": "上/下转动旋钮，可调节自动刮水的灵敏度，共4级，从上往下灵敏度依次增高，对雨滴的感应逐渐灵敏。同样雨量的情况下，灵敏度越高，刮水的速度和频率也越快。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 10:49:07: 	{"query": "怎么清洗前雨刮片 ", "uid": "2"}

2017-07-30 10:49:07: 	{"semantic": {"slots": {"function": "", "position": "前", "part": "雨刮", "category": "", "operate": ""}}, "text": "怎么清洗前雨刮片", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "uplist": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "title": "需要打开前雨刷还是后雨刷"}}}

2017-07-30 10:49:27: 	{"query": "前雨刷快刮水模式 ", "uid": "2"}

2017-07-30 10:49:27: 	{"semantic": {"slots": {"function": "", "position": "前", "part": "雨刮", "category": "", "operate": ""}}, "text": "前雨刷快刮水模式", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g25.png", "method": "1、拨刮水器组合开关操纵杆至限位 2 OFF 位置，前刮水器停止刮水。
2、转动后雨刮旋钮到限位9位置，后风窗洗涤系统关闭或后刮水器停止刮水。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 10:49:42: 	{"query": "怎么清洗前雨刮片 ", "uid": "2"}

2017-07-30 10:49:42: 	{"semantic": {"slots": {"function": "", "position": "前", "part": "雨刮", "category": "", "operate": ""}}, "text": "怎么清洗前雨刮片", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g25.png", "method": "1、拨刮水器组合开关操纵杆至限位 2 OFF 位置，前刮水器停止刮水。
2、转动后雨刮旋钮到限位9位置，后风窗洗涤系统关闭或后刮水器停止刮水。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 10:49:47: 	{"query": "怎么清洗前雨刮片 ", "uid": "2"}

2017-07-30 10:49:47: 	{"semantic": {"slots": {"function": "", "position": "前", "part": "雨刮", "category": "", "operate": ""}}, "text": "怎么清洗前雨刮片", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g25.png", "method": "1、拨刮水器组合开关操纵杆至限位 2 OFF 位置，前刮水器停止刮水。
2、转动后雨刮旋钮到限位9位置，后风窗洗涤系统关闭或后刮水器停止刮水。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 10:49:49: 	{"query": "怎么清洗前雨刮片 ", "uid": "2"}

2017-07-30 10:49:49: 	{"semantic": {"slots": {"function": "", "position": "前", "part": "雨刮", "category": "", "operate": ""}}, "text": "怎么清洗前雨刮片", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g25.png", "method": "1、拨刮水器组合开关操纵杆至限位 2 OFF 位置，前刮水器停止刮水。
2、转动后雨刮旋钮到限位9位置，后风窗洗涤系统关闭或后刮水器停止刮水。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 10:49:57: 	{"query": "怎么清洗前雨刮片 ", "uid": "4"}

2017-07-30 10:49:57: 	{"semantic": {"slots": {"function": "", "position": "前", "part": "雨刮", "category": "", "operate": ""}}, "text": "怎么清洗前雨刮片", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "uplist": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "title": "需要打开前雨刷还是后雨刷"}}}

2017-07-30 10:50:04: 	{"query": "前雨刷连续刮水模式 ", "uid": "4"}

2017-07-30 10:50:04: 	{"semantic": {"slots": {"function": "", "position": "前", "part": "雨刮", "category": "", "operate": ""}}, "text": "前雨刷连续刮水模式", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g25.png", "method": "1、拨刮水器组合开关操纵杆至限位 2 OFF 位置，前刮水器停止刮水。
